Date,Name,CURRENT RATIO,PRICE EARNINGS RATIO,RETURN ON INVESTED CAPITAL,TOTAL DEBT TO TOTAL ASSET,TOTAL DEBT TO TOTAL EQUITY,RETURN ON ASSET RATIO
2007/06/29,A ,2.4395,17.8559,6.9904,20.5959,42.1941,8.4615
2007/07/31,A ,2.1728,17.8559,7.482,21.3554,45.6204,8.2288
2007/09/28,A ,2.1728,17.0145,7.482,21.3554,45.6204,8.2288
2007/10/31,A ,2.2075,17.0145,9.5368,27.6277,64.5331,8.5506
2007/12/31,A ,2.2075,16.799,9.5368,27.6277,64.5331,8.5506
2008/01/31,A ,1.896,16.799,9.5897,28.5025,67.0028,8.2992
2008/03/31,A ,1.896,13.5528,9.5897,28.5025,67.0028,8.2992
2008/04/30,A ,1.7034,13.5528,10.4603,30.9356,75.2218,8.7986
2008/06/30,A ,1.7034,15.2737,10.4603,30.9356,75.2218,8.7986
2008/07/31,A ,1.7533,15.2737,10.7752,30.6988,72.6845,8.8157
2008/09/30,A ,1.7533,12.0926,10.7752,30.6988,72.6845,8.8157
2008/10/31,A ,2.4211,12.0926,11.9064,28.5733,83.0403,9.2455
2008/12/31,A ,2.4211,5.7911,11.9064,28.5733,83.0403,9.2455
2009/01/31,A ,2.6619,5.7911,11.6411,30.7735,85.7254,8.7135
2009/03/31,A ,2.6619,6.3057,11.6411,30.7735,85.7254,8.7135
2009/04/30,A ,2.6233,6.3057,6.9561,32.7555,89.0451,5.0947
2009/06/30,A ,2.6233,10.7928,6.9561,32.7555,89.0451,5.0947
2009/07/31,A ,2.9233,10.7928,4.325,32.7552,86.5006,2.4798
2009/09/30,A ,2.9233,23.2857,4.325,32.7552,86.5006,2.4798
2009/10/31,A ,3.5272,23.2857,0.7246,38.1634,115.5529,-0.412
2009/12/31,A ,3.5272,44.8798,0.7246,38.1634,115.5529,-0.412
2010/01/31,A ,2.1652,44.8798,1.1915,38.4341,112.0477,-0.2172
2010/03/31,A ,2.1652,38.7001,1.1915,38.4341,112.0477,-0.2172
2010/04/30,A ,2.1085,38.7001,5.1714,37.2602,109.9544,2.6912
2010/06/30,A ,2.1085,20.7468,5.1714,37.2602,109.9544,2.6912
2010/07/31,A ,1.9661,20.7468,6.1147,40.4176,130.8897,5.3213
2010/09/30,A ,1.9661,12.2512,6.1147,40.4176,130.8897,5.3213
2010/10/31,A ,2.001,12.2512,8.3128,38.0672,114.0606,7.2105
2010/12/31,A ,2.001,12.6031,8.3128,38.0672,114.0606,7.2105
2011/01/31,A ,3.2703,12.6031,11.2131,26.5912,64.0611,9.4506
2011/03/31,A ,3.2703,12.3943,11.2131,26.5912,64.0611,9.4506
2011/04/30,A ,3.201,12.3943,12.0532,24.789,54.1277,10.1121
2011/06/30,A ,3.201,12.874,12.0532,24.789,54.1277,10.1121
2011/07/31,A ,3.4704,12.874,14.4072,24.7687,51.619,10.6985
2011/09/30,A ,3.4704,8.4382,14.4072,24.7687,51.619,10.6985
2011/10/31,A ,3.0316,8.4382,15.7933,24.125,50.6256,10.7929
2011/12/30,A ,3.0316,8.9967,15.7933,24.125,50.6256,10.7929
2012/01/31,A ,3.3519,8.9967,17.7796,23.9697,48.4774,12.2382
2012/03/30,A ,3.3519,10.8293,17.7796,23.9697,48.4774,12.2382
2012/04/30,A ,3.2752,10.8293,17.5182,23.1276,46.0741,12.2246
2012/06/29,A ,3.2752,9.2157,17.5182,23.1276,46.0741,12.2246
2012/07/31,A ,2.0148,9.2157,16.1193,22.6914,45.434,10.9887
2012/09/28,A ,2.0148,9.4647,16.1193,22.6914,45.434,10.9887
2012/10/31,A ,2.4453,9.4647,17.4544,22.4184,45.5545,11.7695
2012/12/31,A ,2.4453,11.9003,17.4544,22.4184,45.5545,11.7695
2013/01/31,A ,2.5525,11.9003,16.269,22.1628,44.1226,11.1584
2013/03/29,A ,2.5525,13.018,16.269,22.1628,44.1226,11.1584
2013/04/30,A ,2.5252,13.018,14.9554,22.2537,44.3858,10.13
2013/06/28,A ,2.5252,13.7984,14.9554,22.2537,44.3858,10.13
2013/07/31,A ,2.9574,13.7984,13.748,26.2794,56.3883,9.3636
2013/09/30,A ,2.9574,17.3493,13.748,26.2794,56.3883,9.3636
2013/10/31,A ,3.1105,17.3493,10.3063,25.2573,51.0304,6.8231
2013/12/31,A ,3.1105,16.6382,10.3063,25.2573,51.0304,6.8231
2014/01/31,A ,3.275,16.6382,9.398,25.3337,49.4768,6.9513
2014/03/31,A ,3.275,17.4554,9.398,25.3337,49.4768,6.9513
2014/04/30,A ,3.128,17.4554,7.6303,24.4241,47.8415,6.5979
2014/06/30,A ,3.128,23.1965,7.6303,24.4241,47.8415,6.5979
2014/07/31,A ,3.0614,23.1965,6.6458,21.3487,39.2908,6.6996
2014/09/30,A ,3.0614,27.4955,6.6458,21.3487,39.2908,6.6996
2014/10/31,A ,3.2559,27.4955,4.3031,15.3768,31.3537,4.6882
2014/12/31,A ,3.2559,33.6377,4.3031,15.3768,31.3537,4.6882
2015/01/31,A ,3.9375,33.6377,3.8715,22.0508,39.1038,4.0976
2015/03/31,A ,3.9375,35.6746,3.8715,22.0508,39.1038,4.0976
2015/04/30,A ,3.8925,35.6746,4.6372,22.3421,39.7981,3.4711
2015/06/30,A ,3.8925,29.1138,4.6372,22.3421,39.7981,3.4711
2015/07/31,A ,4.0774,29.1138,5.4029,22.8244,40.3069,3.2216
2015/09/30,A ,4.0774,24.2626,5.4029,22.8244,40.3069,3.2216
2015/10/31,A ,3.7766,24.2626,7.3177,22.1286,39.6882,4.384
2015/12/31,A ,3.7766,28.6307,7.3177,22.1286,39.6882,4.384
2016/01/31,A ,3.5892,28.6307,8.6389,23.7332,42.8113,6.1939
2016/03/31,A ,3.5892,26.3886,8.6389,23.7332,42.8113,6.1939
2016/04/30,A ,3.0786,26.3886,8.4714,24.7251,45.3541,6.152
2016/06/30,A ,3.0786,28.9971,8.4714,24.7251,45.3541,6.152
2016/07/31,A ,3.0669,28.9971,8.5009,24.3988,43.4192,6.353
2016/09/30,A ,3.0669,30.0707,8.5009,24.3988,43.4192,6.353
2016/10/31,A ,3.8466,30.0707,8.5474,24.429,44.8422,6.0499
2016/12/30,A ,3.8466,28.2746,8.5474,24.429,44.8422,6.0499
2017/01/31,A ,3.3379,28.2746,9.2937,25.3049,46.3256,6.7088
2017/03/31,A ,3.3379,30.1868,9.2937,25.3049,46.3256,6.7088
2017/04/30,A ,3.2013,30.1868,10.1942,25.4865,46.6971,7.4348
2017/06/30,A ,3.2013,30.7516,10.1942,25.4865,46.6971,7.4348
2017/07/31,A ,3.22,30.7516,10.5819,25.1907,45.1312,7.915
2017/09/29,A ,3.22,34.0311,10.5819,25.1907,45.1312,7.915
2017/10/31,A ,3.3009,34.0311,10.967,23.8666,41.5926,8.434
2017/12/29,A ,3.3009,34.06,10.967,23.8666,41.5926,8.434
2018/01/31,A ,3.2307,34.06,3.3143,24.6608,47.3928,2.3657
2018/03/30,A ,3.2307,31.5216,3.3143,24.6608,47.3928,2.3657
2018/04/30,A ,3.315,31.5216,3.5193,24.0779,45.809,2.8214
2018/06/29,A ,3.315,27.584,3.5193,24.0779,45.809,2.8214
2018/07/31,A ,3.6164,27.584,4.0227,21.5475,39.3827,3.5882
2018/09/28,A ,3.6164,27.0086,4.0227,21.5475,39.3827,3.5882
2018/10/31,A ,3.2861,27.0086,4.3156,21.0631,39.3568,3.7249
2018/12/31,A ,3.2861,24.1749,4.3156,21.0631,39.3568,3.7249
2019/01/31,A ,3.39,24.1749,16.4126,20.0849,35.7029,12.9178
2019/03/29,A ,3.39,28.4832,16.4126,20.0849,35.7029,12.9178
2019/04/30,A ,3.4097,28.4832,16.0737,19.9291,35.0829,12.5463
2019/06/28,A ,3.4097,26.3882,16.0737,19.9291,35.0829,12.5463
2019/07/31,A ,2.1313,26.3882,16.6898,20.8464,37.8766,12.6311
2019/09/30,A ,2.1313,27.5069,16.6898,20.8464,37.8766,12.6311
2019/10/31,A ,1.5332,27.5069,16.0658,25.4655,50.695,11.9046
2019/12/31,A ,1.5332,30.8672,16.0658,25.4655,50.695,11.9046
2020/01/31,A ,1.6395,30.8672,10.8018,27.9339,54.7442,8.2805
2020/03/31,A ,1.6395,26.9125,10.8018,27.9339,54.7442,8.2805
2020/04/30,A ,1.6303,26.9125,9.4666,28.3131,56.1451,7.393
2020/06/30,A ,1.6303,34.2888,9.4666,28.3131,56.1451,7.393
2020/07/31,A ,2.4696,34.2888,9.9258,26.2728,50.3513,7.6055
2020/09/30,A ,2.4696,39.2626,9.9258,26.2728,50.3513,7.6055
2020/10/31,A ,2.3279,39.2626,9.9154,26.353,52.0624,7.5371
2020/12/31,A ,2.3279,44.8779,9.9154,26.353,52.0624,7.5371
2021/01/31,A ,2.0646,44.8779,11.1135,27.6514,55.6828,8.4485
2021/03/31,A ,2.0646,43.5144,11.1135,27.6514,55.6828,8.4485
2021/04/30,A ,1.9989,43.5144,12.6828,30.0346,64.9272,9.3185
2021/06/30,A ,1.9989,45.9797,12.6828,30.0346,64.9272,9.3185
2021/07/31,A ,2.1067,45.9797,13.4047,29.0153,61.5447,9.8817
2021/09/30,A ,2.1067,45.6379,13.4047,29.0153,61.5447,9.8817
2021/10/31,A ,2.2242,45.6379,15.1829,27.1929,54.0174,11.9024
2021/12/31,A ,2.2242,42.8793,15.1829,27.1929,54.0174,11.9024
2022/01/31,A ,2.1932,42.8793,15.9267,26.4356,52.9686,12.0494
2022/03/31,A ,2.1932,33.4543,15.9267,26.4356,52.9686,12.0494
2022/04/30,A ,2.0094,33.4543,16.1875,27.7857,56.7161,12.1134
2022/06/30,A ,2.0094,28.7345,16.1875,27.7857,56.7161,12.1134
2022/07/31,A ,1.9401,28.7345,16.7896,29.3113,60.3614,12.6627
2022/09/30,A ,1.9401,27.7535,16.7896,29.3113,60.3614,12.6627
2022/10/31,A ,2.0301,27.7535,16.0877,27.7345,55.0613,11.8096
2022/12/30,A ,2.0301,31.8983,16.0877,27.7345,55.0613,11.8096
2023/01/31,A ,2.1064,31.8983,16.4905,27.2095,52.9684,12.4541
2023/03/31,A ,2.1064,28.3668,16.4905,27.2095,52.9684,12.4541
2000/04/30,AAL ,0.7567,,7.0839,24.0922,90.5964,4.132
2000/06/30,AAL ,0.7352,,6.9717,23.0356,84.1111,4.1621
2000/07/31,AAL ,0.7409,,5.419,23.9194,87.3746,3.2143
2000/09/29,AAL ,0.6781,,4.679,24.772,90.8752,2.5094
2000/10/31,AAL ,0.6554,,4.679,26.8257,115.4303,-0.6976
2000/12/29,AAL ,0.7505,,4.679,27.8706,142.4169,-3.1764
2001/01/31,AAL ,0.8706,,4.679,32.295,197.3944,-5.9674
2001/03/30,AAL ,0.8464,,4.679,33.216,224.4567,-7.7113
2001/04/30,AAL ,0.784,,4.679,33.7894,252.8555,-7.3743
2001/06/29,AAL ,0.8295,,4.679,39.6197,497.053,-8.8156
2001/07/31,AAL ,0.6819,,4.679,43.5392,1377.0115,-7.9958
2001/09/28,AAL ,0.5138,,4.679,45.2176,1377.0115,-9.6408
2001/10/31,AAL ,0.5998,,4.679,45.3696,1377.0115,-8.279
2001/12/31,AAL ,0.7117,,4.679,46.4382,1377.0115,-5.3576
2002/01/31,AAL ,0.7138,,4.679,47.494,30282.6087,-4.121
2002/03/29,AAL ,0.7603,,4.679,48.0534,30282.6087,-1.1891
2002/04/30,AAL ,0.7555,,4.679,48.1217,30282.6087,-0.9118
2002/06/28,AAL ,0.744,,4.679,49.1542,30282.6087,-1.6384
2002/07/31,AAL ,0.7083,,4.679,49.8036,30282.6087,-2.6195
2002/09/30,AAL ,0.7011,,4.679,48.8703,30282.6087,-2.561
2002/10/31,AAL ,0.7219,,4.679,48.2539,30282.6087,-2.3699
2002/12/31,AAL ,0.7608,,4.679,48.2097,30282.6087,-2.1943
2003/01/31,AAL ,0.7452,,4.679,49.822,30282.6087,-2.9416
2003/03/31,AAL ,0.78,,4.679,47.9644,30282.6087,-2.664
2003/04/30,AAL ,0.8492,,4.679,45.9157,30282.6087,-1.8391
2003/06/30,AAL ,0.8614,,4.679,46.1796,30282.6087,-1.2961
2003/07/31,AAL ,0.8115,,4.679,45.9427,30282.6087,0.7879
2003/09/30,AAL ,0.8744,,8.9875,42.6984,5646.0177,1.3511
2003/10/31,AAL ,0.9143,,8.6439,41.3022,2059.0164,1.4061
2003/12/31,AAL ,0.8729,,8.5827,40.5115,1448.1884,1.9757
2004/01/31,AAL ,0.8522,,6.4052,38.9976,419.3451,1.7465
2004/03/31,AAL ,0.7849,,2.6522,38.0067,439.2527,0.2796
2004/04/30,AAL ,0.8526,,-5.2766,37.6456,655.9639,-5.7167
2004/06/30,AAL ,0.7915,,-8.6832,41.2839,1191.2206,-6.5076
2004/07/31,AAL ,0.6334,,-10.6161,43.5233,1191.2206,-7.8815
2004/09/30,AAL ,0.6019,,-11.2151,42.0548,1191.2206,-8.0775
2004/10/31,AAL ,0.6215,,-8.4074,41.8096,1191.2206,-4.0744
2004/12/31,AAL ,0.8167,,-8.8958,45.0144,1191.2206,-5.5821
2005/01/31,AAL ,0.8595,,-12.0622,45.9824,1191.2206,-5.8009
2005/03/31,AAL ,0.8293,,-13.6907,45.2889,1191.2206,-6.3865
2005/04/30,AAL ,0.7847,,-7.2713,44.4157,1191.2206,-4.8738
2005/06/30,AAL ,0.7649,,0.6062,44.5203,1191.2206,-2.8057
2005/07/31,AAL ,0.7788,,3.7853,44.3878,1191.2206,-1.8604
2005/09/30,AAL ,0.8957,,4.4137,44.6944,1191.2206,-1.5236
2005/10/31,AAL ,0.8189,,0.8454,46.0775,1191.2206,-2.6165
2005/12/30,AAL ,0.7663,,-3.4996,47.0084,1191.2206,-3.918
2006/01/31,AAL ,0.783,,-28.3795,34.4683,1191.2206,-8.0881
2006/03/31,AAL ,0.815,,-37.1269,34.8823,1191.2206,-12.409
2006/04/30,AAL ,0.7932,,-38.5963,33.851,1191.2206,-12.5037
2006/06/30,AAL ,0.7618,,-34.9563,33.573,1191.2206,-13.2961
2006/07/31,AAL ,0.7601,,13.7625,36.3037,1191.2206,-7.9269
2006/09/29,AAL ,0.7533,,13.7625,34.8273,1191.2206,-2.3075
2006/10/31,AAL ,0.9031,,241.3033,36.9278,1191.2206,-0.3808
2006/12/29,AAL ,1.0142,,104.1599,39.4586,1191.2206,1.696
2007/01/31,AAL ,1.0374,11.9817,7.4456,53.7561,1191.2206,-5.5694
2007/03/30,AAL ,1.0076,11.9365,15.3058,43.4575,1735.7991,-2.9916
2007/04/30,AAL ,0.9919,12.9767,17.8024,38.2562,419.5546,-1.0334
2007/06/29,AAL ,0.9685,10.5992,20.5632,39.2298,348.6019,0.8062
2007/07/31,AAL ,0.8766,9.3941,19.4159,40.9948,876.7937,6.7436
2007/09/28,AAL ,0.9927,7.5969,20.802,40.4714,684.5876,7.3709
2007/10/31,AAL ,0.9378,5.0079,24.0302,39.2621,516.8867,9.0096
2007/12/31,AAL ,0.9679,4.2792,25.6193,42.2067,546.5444,10.6063
2008/01/31,AAL ,0.7339,4.7224,44.0164,42.4682,364.8802,16.6085
2008/03/31,AAL ,0.7071,4.7532,35.7156,43.5673,461.6561,15.2654
2008/04/30,AAL ,0.7497,3.2462,31.6152,44.7513,529.8237,13.3928
2008/06/30,AAL ,0.7602,4.7416,26.0383,45.6739,531.6101,11.3561
2008/07/31,AAL ,0.7602,7.0243,26.0383,45.6739,531.6101,11.3561
2008/09/30,AAL ,0.7442,7.0243,16.5928,47.4783,643.1704,5.3687
2008/10/31,AAL ,0.6951,6.8016,11.22,46.6358,709.9508,4.5174
2008/12/31,AAL ,0.6837,9.0938,10.4871,46.6083,669.1521,4.2726
2009/01/31,AAL ,0.6837,9.0131,10.4871,46.6083,669.1521,4.2726
2009/03/31,AAL ,0.6534,9.0131,9.7624,47.106,625.228,4.162
2009/04/30,AAL ,0.6534,9.9437,9.7624,47.106,625.228,4.162
2009/06/30,AAL ,0.5955,9.9437,7.7969,47.4851,625.228,2.464
2009/07/31,AAL ,0.5955,10.1482,7.7969,47.4851,625.228,2.464
2009/09/30,AAL ,0.5687,10.1482,5.1451,46.4321,625.228,2.0792
2009/10/31,AAL ,0.5687,8.0017,5.1451,46.4321,625.228,2.0792
2009/12/31,AAL ,0.5505,8.0017,3.9949,45.7527,625.228,1.4968
2010/01/31,AAL ,0.5505,9.3264,3.9949,45.7527,625.228,1.4968
2010/03/31,AAL ,0.581,9.3264,2.953,47.0542,625.228,0.9597
2010/04/30,AAL ,0.4773,7.0347,8.5232,56.172,625.228,2.4911
2010/06/30,AAL ,0.4773,7.2378,8.5232,56.172,625.228,2.4911
2010/07/31,AAL ,0.436,7.2378,6.879,55.0183,625.228,2.5213
2010/09/30,AAL ,0.436,6.8378,6.879,55.0183,625.228,2.5213
2010/10/31,AAL ,0.4895,6.8378,7.2578,56.075,625.228,2.6948
2010/12/31,AAL ,0.4894,5.386,7.5991,56.2975,21525,2.8064
2011/01/31,AAL ,0.4481,5.575,9.0645,55.7446,21525,2.7966
2011/03/31,AAL ,0.3734,6.128,0.1117,58.1649,21525,-1.2399
2011/04/30,AAL ,0.7661,6.6961,-7.8844,62.0491,21525,-5.4841
2011/06/30,AAL ,0.7441,6.6961,-16.2996,65.6413,21525,-10.1543
2011/07/31,AAL ,0.6696,6.6961,-29.0876,66.1544,21525,-14.5652
2011/09/30,AAL ,1.0436,6.6961,-20.5976,69.9559,21525,-12.4091
2011/10/31,AAL ,1.0523,6.6961,-13.1846,66.6496,21525,-8.4783
2011/12/30,AAL ,1.0136,6.6961,-6.4744,68.1722,21525,-4.9386
2012/01/31,AAL ,0.9121,6.6961,-3.3827,69.4736,21525,-3.1025
2012/03/30,AAL ,0.8123,6.6961,-3.7483,68.0435,21525,-3.4958
2012/04/30,AAL ,0.8136,6.6961,-2.6484,66.0139,21525,-2.7359
2012/06/29,AAL ,0.7909,6.6961,-2.2316,67.0377,21525,-2.3792
2012/07/31,AAL ,0.7909,35.5145,-2.2316,67.0377,21525,-2.3792
2012/09/28,AAL ,0.7103,35.5145,2.5161,67.5057,21525,0.1936
2012/10/31,AAL ,0.7179,5.3904,6.8536,64.2784,21525,2.6411
2000/04/30,AAP ,,,,,,
2000/06/30,AAP ,,,,,,
2000/07/31,AAP ,,,,,,
2000/09/29,AAP ,,,,,,
2000/10/31,AAP ,1.5537,,,40.6665,309.3343,
2000/12/29,AAP ,1.5537,,,40.6665,309.3343,
2001/01/31,AAP ,1.6373,,,50.7781,343.2379,
2001/03/30,AAP ,1.6373,80.2419,,50.7781,343.2379,
2001/04/30,AAP ,1.6373,74.1936,,50.7781,343.2379,
2001/06/29,AAP ,1.6373,74.1936,,50.7781,343.2379,
2001/07/31,AAP ,1.6373,52.4135,,50.7781,343.2379,
2001/09/28,AAP ,1.5165,52.4135,11.2849,37.3808,181.2681,1.251
2001/10/31,AAP ,1.5165,39.9545,11.2849,37.3808,181.2681,1.251
2001/12/31,AAP ,1.5746,39.9545,11.2849,37.0952,169.3957,1.251
2002/01/31,AAP ,1.5746,39.9545,11.2849,37.0952,169.3957,1.251
2002/03/29,AAP ,1.5746,28.7193,11.2849,37.0952,169.3957,1.251
2002/04/30,AAP ,1.5746,28.7193,11.2849,37.0952,169.3957,1.251
2002/06/28,AAP ,1.589,28.7193,11.2849,34.2281,140.0997,1.251
2002/07/31,AAP ,1.589,28.7193,11.2849,34.2281,140.0997,1.251
2002/09/30,AAP ,1.4549,28.7193,11.2849,27.4943,101.7527,1.251
2002/10/31,AAP ,1.4549,28.7193,11.2849,27.4943,101.7527,1.251
2002/12/31,AAP ,1.4277,28.7193,11.2849,23.8818,80.4173,1.251
2003/01/31,AAP ,1.4277,28.7193,11.2849,23.8818,80.4173,1.251
2003/03/31,AAP ,1.4362,28.7193,11.2849,24.0075,75.4201,1.251
2003/04/30,AAP ,1.4362,18.9604,11.2849,24.0075,75.4201,1.251
2003/06/30,AAP ,1.415,18.9604,16.6909,19.7231,59.072,8.447
2003/07/31,AAP ,1.415,18.7601,16.6909,19.7231,59.072,8.447
2003/09/30,AAP ,1.3743,18.7601,17.8707,16.299,45.6084,8.7675
2003/10/31,AAP ,1.3743,14.0408,17.8707,16.299,45.6084,8.7675
2003/12/31,AAP ,1.4072,14.0408,18.1436,18.0262,50.729,9.0055
2004/01/31,AAP ,1.4072,18.9913,18.1436,18.0262,50.729,9.0055
2004/03/31,AAP ,1.4331,18.9913,16.9847,22.2612,67.8629,8.9838
2004/04/30,AAP ,1.4331,21.9348,16.9847,22.2612,67.8629,8.9838
2004/06/30,AAP ,1.4331,21.9348,16.9847,22.2612,67.8629,8.9838
2004/07/31,AAP ,1.4331,22.2087,16.9847,22.2612,67.8629,8.9838
2004/09/30,AAP ,1.4283,22.2087,16.9847,19.1217,55.1128,8.9838
2004/10/31,AAP ,1.4283,22.2087,16.9847,19.1217,55.1128,8.9838
2004/12/31,AAP ,1.4283,22.2087,16.9847,19.1217,55.1128,8.9838
2005/01/31,AAP ,1.4283,22.2087,16.9847,19.1217,55.1128,8.9838
2005/03/31,AAP ,1.3561,22.2087,16.9847,19.2345,53.1621,8.9838
2005/04/30,AAP ,1.3561,22.2087,16.9847,19.2345,53.1621,8.9838
2005/06/30,AAP ,1.3151,22.2087,16.9847,17.3002,48.1665,8.9838
2005/07/31,AAP ,1.3151,22.2087,16.9847,17.3002,48.1665,8.9838
2005/09/30,AAP ,1.2811,22.2087,16.9847,17.8713,50.2322,8.9838
2005/10/31,AAP ,1.2811,22.2087,16.9847,17.8713,50.2322,8.9838
2005/12/30,AAP ,1.3853,22.2087,16.9847,18.3205,49.2315,8.9838
2006/01/31,AAP ,1.3853,16.5395,16.9847,18.3205,49.2315,8.9838
2006/03/31,AAP ,1.4478,16.5395,17.2254,19.0647,49.6138,8.8546
2006/04/30,AAP ,1.4478,17.9302,17.2254,19.0647,49.6138,8.8546
2006/06/30,AAP ,1.4165,17.9302,17.4009,14.7383,36.6667,8.6469
2006/07/31,AAP ,1.4165,18.5917,17.4009,14.7383,36.6667,8.6469
2006/09/29,AAP ,1.4236,18.5917,17.3398,12.7347,30.2115,8.6876
2006/10/31,AAP ,1.4236,15.0493,17.3398,12.7347,30.2115,8.6876
2006/12/29,AAP ,1.3884,15.0493,17.3414,15.7157,40.8098,8.803
2007/01/31,AAP ,1.3727,15.0493,16.8246,19.0932,52.3222,8.6846
2007/03/30,AAP ,1.3727,16.4459,16.8246,19.0932,52.3222,8.6846
2007/04/30,AAP ,1.3727,14.7403,16.8246,19.0932,52.3222,8.6846
2007/06/29,AAP ,1.3292,14.7403,17.4939,19.365,58.5255,8.6411
2007/07/31,AAP ,1.3292,15.7846,17.4939,19.365,58.5255,8.6411
2007/09/28,AAP ,1.2847,15.7846,17.7684,15.2301,43.6108,8.5911
2007/10/31,AAP ,1.2847,15.2538,17.7684,15.2301,43.6108,8.5911
2007/12/31,AAP ,1.3208,15.2538,17.7888,15.6627,44.555,8.6021
2008/01/31,AAP ,1.3208,13.0934,17.7888,15.6627,44.555,8.6021
2008/03/31,AAP ,1.3243,13.0934,16.6283,16.0844,44.3422,8.2514
2008/04/30,AAP ,1.3243,15.0476,16.6283,16.0844,44.3422,8.2514
2008/06/30,AAP ,1.2605,15.0476,17.9618,9.5975,24.4184,8.4951
2008/07/31,AAP ,1.2605,14.5579,17.9618,9.5975,24.4184,8.4951
2008/09/30,AAP ,1.3334,14.5579,17.8502,9.1846,22.1417,8.456
2008/10/31,AAP ,1.3334,13.5485,17.8502,9.1846,22.1417,8.456
2008/12/31,AAP ,1.3664,13.5485,17.7591,8.8271,21.6204,8.4321
2009/01/31,AAP ,1.3664,14.3515,17.7591,8.8271,21.6204,8.4321
2009/03/31,AAP ,1.2876,14.3515,18.6734,6.6474,15.9292,8.9572
2009/04/30,AAP ,1.2876,14.862,18.6734,6.6474,15.9292,8.9572
2009/06/30,AAP ,1.1918,14.862,20.9004,8.7107,25.148,9.2261
2009/07/31,AAP ,1.1918,16.5577,20.9004,8.7107,25.148,9.2261
2009/09/30,AAP ,1.1599,16.5577,22.0778,9.0824,28.3491,9.6271
2009/10/31,AAP ,1.1599,17.3957,22.0778,9.0824,28.3491,9.6271
2009/12/31,AAP ,1.2045,17.3957,23.1086,8.9037,26.4631,10.1344
2010/01/31,AAP ,1.2045,16.6318,23.1086,8.9037,26.4631,10.1344
2010/03/31,AAP ,1.1495,16.6318,25.6052,8.9983,29.039,10.7684
2010/04/30,AAP ,1.1495,16.4986,25.6052,8.9983,29.039,10.7684
2010/06/30,AAP ,1.1248,16.4986,27.0835,12.0825,48.8475,10.2183
2010/07/31,AAP ,1.1248,14.1019,27.0835,12.0825,48.8475,10.2183
2010/09/30,AAP ,1.1228,14.1019,28.0059,15.7185,74.1106,10.3402
2010/10/31,AAP ,1.1228,13.0979,28.0059,15.7185,74.1106,10.3402
2010/12/31,AAP ,1.1275,13.0979,28.1238,16.3234,77.2077,10.643
2011/01/31,AAP ,1.1275,13.5287,28.1238,16.3234,77.2077,10.643
2011/03/31,AAP ,1.0484,13.5287,31.6955,11.3789,49.0597,11.2606
2011/04/30,AAP ,1.0484,17.2086,31.6955,11.3789,49.0597,11.2606
2011/06/30,AAP ,1.1873,17.2086,30.2208,14.8487,61.3752,10.9892
2011/07/31,AAP ,1.1873,12.2335,30.2208,14.8487,61.3752,10.9892
2011/09/30,AAP ,1.2064,12.2335,28.3393,14.4024,56.6949,10.4239
2011/10/31,AAP ,1.2064,12.5429,28.3393,14.4024,56.6949,10.4239
2011/12/30,AAP ,1.2382,12.5429,26.0362,13.776,52.3103,9.6837
2012/01/31,AAP ,1.244,12.5429,26.4314,13.1147,49.9786,9.3758
2012/03/30,AAP ,1.244,13.8418,26.4314,13.1147,49.9786,9.3758
2012/04/30,AAP ,1.244,15.8124,26.4314,13.1147,49.9786,9.3758
2012/06/29,AAP ,1.2053,15.8124,22.8913,12.7426,47.6174,8.5516
2012/07/31,AAP ,1.2053,15.9098,22.8913,12.7426,47.6174,8.5516
2012/09/28,AAP ,1.2412,15.9098,22.6928,12.4682,44.1932,8.7174
2012/10/31,AAP ,1.2412,15.4487,22.6928,12.4682,44.1932,8.7174
2012/12/31,AAP ,1.2816,15.4487,22.3185,12.2365,41.2207,8.7626
2013/01/31,AAP ,1.4429,15.4487,18.7456,18.9331,69.4882,7.6977
2013/03/29,AAP ,1.4429,19.5171,18.7456,18.9331,69.4882,7.6977
2013/04/30,AAP ,1.4429,22.3068,18.7456,18.9331,69.4882,7.6977
2013/06/28,AAP ,1.2668,22.3068,15.8695,26.1922,124.359,6.5984
2013/07/31,AAP ,1.2668,21.9527,15.8695,26.1922,124.359,6.5984
2013/09/30,AAP ,1.2492,21.9527,16.7295,23.4454,102.974,6.8682
2013/10/31,AAP ,1.2492,19.9054,16.7295,23.4454,102.974,6.8682
2013/12/31,AAP ,1.2588,19.9054,17.3052,21.7028,90.1444,7.0877
2014/01/31,AAP ,1.2588,23.1648,17.3052,21.7028,90.1444,7.0877
2014/03/31,AAP ,1.2666,23.1648,16.108,20.5579,81.7257,7.3013
2014/04/30,AAP ,1.2666,20.2284,16.108,20.5579,81.7257,7.3013
2014/06/30,AAP ,1.2909,20.2284,14.3152,19.766,75.0155,6.1546
2014/07/31,AAP ,1.2909,21.126,14.3152,19.766,75.0155,6.1546
2014/09/30,AAP ,1.2831,21.126,14.7651,17.797,63.5017,6.2553
2014/10/31,AAP ,1.2831,24.4871,14.7651,17.797,63.5017,6.2553
2014/12/31,AAP ,1.2677,24.4871,14.7827,15.8124,53.6119,6.218
2015/01/31,AAP ,1.2677,19.9937,14.7827,15.8124,53.6119,6.218
2015/03/31,AAP ,1.3011,19.9937,12.4802,14.8492,49.0479,5.8844
